State,Area_Name,Rural_Urban_Continuum_Code_2003,Rural_Urban_Continuum_Code_2013,Urban_Influence_2003,Urban_Influence_2013,Economic_typology_2015,CENSUS_2020_POP,ESTIMATES_BASE_2020,POP_ESTIMATE_2020,POP_ESTIMATE_2021,POP_ESTIMATE_2022,N_POP_CHG_2020,N_POP_CHG_2021,N_POP_CHG_2022
TN,Claiborne County,6,6,6,6,0,"32,043","32,038","32,066","32,146","32,431",28,80,285
TN,Clay County,8,9,4,10,0,"7,581","7,580","7,588","7,572","7,620",8,-16,48
TN,Cocke County,6,6,5,5,3,"35,999","35,998","36,039","36,370","36,879",41,331,509
TN,Coffee County,4,4,3,3,0,"57,889","57,882","58,134","58,933","59,728",252,799,795
TN,Crockett County,8,3,7,2,3,"13,911","13,909","13,903","13,993","13,888",-6,90,-105
TN,Cumberland County,7,4,8,5,0,"61,145","61,152","61,377","62,431","63,522",225,"1,054","1,091"
TN,Davidson County,1,1,1,1,0,"715,884","715,875","716,058","703,372","708,144",183,"-12,686","4,772"
TN,Decatur County,9,9,12,12,0,"11,435","11,442","11,437","11,413","11,564",-5,-24,151
TN,DeKalb County,6,6,4,4,3,"20,080","20,078","20,187","20,478","21,003",109,291,525
TN,Dickson County,1,1,1,1,0,"54,315","54,314","54,442","55,174","55,761",128,732,587
TN,Dyer County,5,5,8,8,3,"36,801","36,803","36,709","36,586","36,410",-94,-123,-176
TN,Fayette County,1,1,1,1,3,"41,990","42,002","42,151","42,899","43,630",149,748,731
TN,Fentress County,9,9,10,10,0,"18,489","18,489","18,533","18,837","19,332",44,304,495
TN,Franklin County,6,6,5,5,0,"42,774","42,769","42,839","43,247","43,942",70,408,695
TN,Gibson County,4,4,6,6,0,"50,429","50,409","50,436","50,537","50,837",27,101,300
TN,Giles County,6,6,6,4,3,"30,346","30,344","30,340","30,403","30,554",-4,63,151
TN,Grainger County,3,2,2,2,0,"23,527","23,527","23,563","23,833","24,277",36,270,444
TN,Greene County,6,4,5,5,3,"70,152","70,152","70,333","70,603","71,405",181,270,802
TN,Grundy County,8,8,7,7,0,"13,529","13,525","13,539","13,586","13,783",14,47,197
TN,Hamblen County,3,3,2,2,3,"64,499","64,500","64,537","64,390","65,168",37,-147,778
TN,Hamilton County,2,2,2,2,0,"366,207","366,215","367,242","369,027","374,682","1,027","1,785","5,655"
TN,Hancock County,8,8,7,7,1,"6,662","6,659","6,625","6,777","6,845",-34,152,68
TN,Hardeman County,6,6,6,4,3,"25,462","25,460","25,432","25,276","25,529",-28,-156,253
TN,Hardin County,6,6,6,6,3,"26,831","26,829","26,805","26,878","27,077",-24,73,199
TN,Hawkins County,3,2,2,2,3,"56,721","56,718","56,710","57,257","58,043",-8,547,786
TN,Haywood County,6,6,5,4,3,"17,864","17,862","17,824","17,715","17,550",-38,-109,-165
TN,Henderson County,6,6,6,6,3,"27,842","27,841","27,827","27,916","27,929",-14,89,13
TN,Henry County,7,7,8,8,0,"32,199","32,197","32,144","32,250","32,379",-53,106,129
TN,Hickman County,1,1,1,1,0,"24,925","24,909","24,969","25,085","25,455",60,116,370
TN,Houston County,8,8,4,4,0,"8,283","8,281","8,303","8,282","8,219",22,-21,-63
TN,Humphreys County,6,6,4,4,3,"18,990","18,992","19,001","19,200","19,106",9,199,-94
TN,Jackson County,8,8,3,3,0,"11,617","11,619","11,634","11,777","11,989",15,143,212
TN,Jefferson County,3,3,2,2,0,"54,683","54,679","54,908","55,562","56,727",229,654,"1,165"
TN,Johnson County,6,6,7,6,0,"17,948","17,950","17,990","18,056","18,086",40,66,30
TN,Knox County,2,2,2,2,0,"478,971","478,981","480,500","486,812","494,574","1,519","6,312","7,762"
TN,Lake County,9,9,10,9,4,"7,005","7,004","6,988","6,597","6,507",-16,-391,-90
TN,Lauderdale County,6,6,4,4,0,"25,143","25,139","25,120","24,922","24,793",-19,-198,-129
TN,Lawrence County,6,6,5,3,0,"44,159","44,163","44,182","44,729","45,415",19,547,686
TN,Lewis County,6,6,4,4,0,"12,582","12,581","12,602","12,854","12,957",21,252,103
TN,Lincoln County,6,6,6,6,3,"35,319","35,326","35,335","35,451","36,004",9,116,553
TN,Loudon County,2,2,2,2,0,"54,886","54,887","55,127","56,672","58,181",240,"1,545","1,509"
TN,McMinn County,4,4,5,5,3,"53,276","53,275","53,344","53,907","54,719",69,563,812
TN,McNairy County,6,6,6,6,3,"25,866","25,859","25,858","25,854","25,988",-1,-4,134
TN,Macon County,1,1,1,1,0,"25,216","25,215","25,263","25,682","26,229",48,419,547
TN,Madison County,3,3,2,2,0,"98,823","98,843","98,833","98,585","99,245",-10,-248,660
TN,Marion County,2,2,2,2,0,"28,837","28,835","28,865","28,927","29,094",30,62,167
TN,Marshall County,6,6,4,3,3,"34,318","34,320","34,466","35,032","35,878",146,566,846
TN,Maury County,4,1,3,1,0,"100,974","100,975","101,824","105,003","108,159",849,"3,179","3,156"
TN,Meigs County,8,8,7,7,3,"12,758","12,755","12,807","13,029","13,272",52,222,243
TN,Monroe County,6,6,6,6,3,"46,250","46,249","46,395","46,668","47,740",146,273,"1,072"
TN,Montgomery County,3,2,2,2,0,"220,069","219,994","221,265","227,841","235,201","1,271","6,576","7,360"
TN,Moore County,9,9,8,8,3,"6,461","6,469","6,471","6,652","6,742",2,181,90
TN,Morgan County,6,2,6,2,4,"21,035","21,027","21,038","21,101","21,224",11,63,123
TN,Obion County,7,7,8,8,3,"30,787","30,788","30,767","30,498","30,394",-21,-269,-104
TN,Overton County,7,7,8,8,0,"22,511","22,514","22,592","22,856","23,044",78,264,188
TN,Perry County,8,8,4,4,0,"8,366","8,381","8,379","8,473","8,685",-2,94,212
TN,Pickett County,9,9,10,10,5,"5,001","5,006","5,002","5,082","5,107",-4,80,25
TN,Polk County,3,3,2,2,5,"17,544","17,547","17,568","17,784","17,863",21,216,79
TN,Putnam County,4,4,3,3,0,"79,854","79,844","80,052","81,255","82,382",208,"1,203","1,127"
TN,Rhea County,6,6,6,5,4,"32,870","32,870","32,934","33,205","33,730",64,271,525
TN,Roane County,4,2,5,2,0,"53,404","53,393","53,510","54,056","55,082",117,546,"1,026"
TN,Robertson County,1,1,1,1,3,"72,803","72,803","72,945","74,088","75,470",142,"1,143","1,382"
TN,Rutherford County,1,1,1,1,3,"341,486","341,481","343,266","351,202","360,619","1,785","7,936","9,417"
TN,Scott County,6,6,6,6,0,"21,850","21,852","21,878","21,895","22,035",26,17,140
TN,Sequatchie County,2,2,2,2,0,"15,826","15,829","15,850","16,445","16,909",21,595,464
TN,Sevier County,4,4,5,5,5,"98,380","98,391","98,562","99,435","98,789",171,873,-646
TN,Shelby County,1,1,1,1,0,"929,744","929,722","929,388","923,352","916,371",-334,"-6,036","-6,981"
TN,Smith County,1,1,1,1,0,"19,904","19,914","19,970","20,181","20,489",56,211,308
TN,Stewart County,3,8,2,7,4,"13,657","13,662","13,711","13,830","14,035",49,119,205
TN,Sullivan County,3,2,2,2,3,"158,163","158,161","158,237","159,167","160,820",76,930,"1,653"
TN,Sumner County,1,1,1,1,0,"196,281","196,281","197,396","200,582","203,858","1,115","3,186","3,276"
TN,Tipton County,1,1,1,1,0,"60,970","60,979","61,041","61,049","61,656",62,8,607
TN,Trousdale County,1,1,1,1,5,"11,615","11,610","11,638","11,619","12,111",28,-19,492
TN,Unicoi County,3,3,2,2,3,"17,928","17,924","17,883","17,667","17,674",-41,-216,7
TN,Union County,2,2,2,2,3,"19,802","19,802","19,841","19,996","20,452",39,155,456
TN,Van Buren County,9,9,10,10,4,"6,168","6,168","6,174","6,277","6,429",6,103,152
TN,Warren County,6,6,3,3,3,"40,953","40,951","41,054","41,529","42,026",103,475,497
TN,Washington County,3,3,2,2,4,"133,001","133,005","133,213","133,525","136,172",208,312,"2,647"
TN,Wayne County,8,8,6,6,4,"16,232","16,232","16,222","16,336","16,308",-10,114,-28
TN,Weakley County,7,7,9,8,4,"32,902","32,902","32,899","32,870","33,063",-3,-29,193
TN,White County,7,7,9,9,3,"27,351","27,356","27,443","27,557","28,064",87,114,507
TN,Williamson County,1,1,1,1,0,"247,726","247,733","249,538","256,209","260,815","1,805","6,671","4,606"
TN,Wilson County,1,1,1,1,0,"147,737","147,747","148,645","152,010","158,555",898,"3,365","6,545"
TX,Texas,,,,,,"29,145,505","29,145,428","29,232,474","29,558,864","30,029,572","87,046","326,390","470,708"
TX,Anderson County,5,7,8,8,4,"57,922","57,922","57,926","58,233","58,064",4,307,-169
TX,Andrews County,6,6,5,5,2,"18,610","18,614","18,617","18,411","18,334",3,-206,-77
TX,Angelina County,5,5,8,8,0,"86,395","86,394","86,376","86,654","87,101",-18,278,447
TX,Aransas County,2,2,2,2,5,"23,830","23,831","23,932","24,519","24,944",101,587,425
TX,Archer County,3,3,2,2,2,"8,560","8,554","8,554","8,684","8,835",0,130,151
TX,Armstrong County,3,2,2,2,1,"1,848","1,846","1,849","1,838","1,850",3,-11,12
TX,Atascosa County,1,1,1,1,2,"48,981","48,985","49,134","49,886","50,864",149,752,978
TX,Austin County,1,1,1,1,3,"30,167","30,168","30,131","30,421","31,097",-37,290,676
TX,Bailey County,7,7,11,9,1,"6,904","6,904","6,868","6,803","6,779",-36,-65,-24
TX,Bandera County,1,1,1,1,5,"20,851","20,843","20,992","21,551","22,115",149,559,564
TX,Bastrop County,1,1,1,1,0,"97,216","97,218","98,046","102,166","106,188",828,"4,120","4,022"
TX,Baylor County,6,8,6,6,0,"3,465","3,465","3,461","3,456","3,466",-4,-5,10
TX,Bee County,4,6,5,5,4,"31,047","31,061","31,049","30,828","30,394",-12,-221,-434
TX,Bell County,2,2,2,2,0,"370,647","370,644","372,229","380,241","388,386","1,585","8,012","8,145"
TX,Bexar County,1,1,1,1,0,"2,009,324","2,009,322","2,015,369","2,030,895","2,059,530","6,047","15,526","28,635"
TX,Blanco County,8,8,4,4,5,"11,374","11,376","11,450","11,890","12,418",74,440,528
TX,Borden County,9,8,10,7,1,631,628,641,621,585,13,-20,-36
TX,Bosque County,6,6,6,4,1,"18,235","18,226","18,245","18,495","18,697",19,250,202
TX,Bowie County,3,3,2,2,4,"92,893","92,903","92,924","92,291","92,035",21,-633,-256
TX,Brazoria County,1,1,1,1,0,"372,031","372,040","373,481","378,858","388,181","1,441","5,377","9,323"
TX,Brazos County,3,3,2,2,4,"233,849","233,848","234,486","237,583","242,014",638,"3,097","4,431"
TX,Brewster County,7,7,11,11,4,"9,546","9,545","9,553","9,459","9,343",8,-94,-116
TX,Briscoe County,9,9,12,12,1,"1,435","1,434","1,419","1,400","1,431",-15,-19,31
TX,Brooks County,6,7,6,9,4,"7,076","7,086","7,057","6,994","6,906",-29,-63,-88
TX,Brown County,5,5,8,8,0,"38,095","38,101","38,048","38,142","38,373",-53,94,231
TX,Burleson County,3,3,2,2,2,"17,642","17,642","17,680","18,110","18,657",38,430,547
TX,Burnet County,6,6,4,4,5,"49,130","49,123","49,473","51,080","52,502",350,"1,607","1,422"
TX,Caldwell County,1,1,1,1,0,"45,883","45,887","45,949","46,904","47,848",62,955,944
TX,Calhoun County,3,6,2,5,3,"20,106","20,105","20,063","19,798","19,706",-42,-265,-92
TX,Callahan County,3,3,2,2,1,"13,708","13,703","13,744","14,078","14,210",41,334,132
TX,Cameron County,2,2,2,2,0,"421,017","421,012","421,445","423,124","425,208",433,"1,679","2,084"
TX,Camp County,6,6,6,6,0,"12,464","12,465","12,427","12,594","12,716",-38,167,122
TX,Carson County,3,2,2,2,3,"5,807","5,799","5,791","5,708","5,784",-8,-83,76
TX,Cass County,6,6,6,6,0,"28,454","28,445","28,436","28,557","28,539",-9,121,-18
TX,Castro County,6,6,6,6,1,"7,371","7,376","7,336","7,362","7,298",-40,26,-64
TX,Chambers County,1,1,1,1,3,"46,571","46,571","47,025","48,721","51,288",454,"1,696","2,567"
TX,Cherokee County,6,6,5,5,0,"50,412","50,411","50,488","51,163","51,645",77,675,482
TX,Childress County,7,7,11,11,4,"6,664","6,666","6,662","6,781","6,809",-4,119,28
TX,Clay County,3,3,2,2,2,"10,218","10,213","10,250","10,315","10,486",37,65,171
TX,Cochran County,9,9,10,10,1,"2,547","2,543","2,557","2,491","2,526",14,-66,35
TX,Coke County,8,8,7,7,2,"3,285","3,280","3,295","3,313","3,333",15,18,20
TX,Coleman County,6,6,6,6,1,"7,684","7,686","7,686","7,736","7,850",0,50,114
TX,Collin County,1,1,1,1,0,"1,064,465","1,066,465","1,075,654","1,114,450","1,158,696","9,189","38,796","44,246"
TX,Collingsworth County,9,9,12,10,1,"2,652","2,648","2,638","2,603","2,568",-10,-35,-35
TX,Colorado County,6,6,4,4,0,"20,557","20,555","20,558","20,592","20,754",3,34,162
TX,Comal County,1,1,1,1,5,"161,501","161,482","163,640","174,891","184,642","2,158","11,251","9,751"
TX,Comanche County,7,7,9,9,1,"13,594","13,590","13,628","13,804","13,878",38,176,74
TX,Concho County,8,8,6,6,1,"3,303","3,303","3,303","3,336","3,340",0,33,4
TX,Cooke County,6,6,3,3,2,"41,668","41,671","41,744","42,408","43,050",73,664,642
TX,Coryell County,2,2,2,2,4,"83,093","83,091","83,146","84,406","85,057",55,"1,260",651
TX,Cottle County,9,9,12,12,1,"1,380","1,380","1,364","1,357","1,307",-16,-7,-50
TX,Crane County,6,6,6,6,2,"4,675","4,676","4,673","4,639","4,546",-3,-34,-93
TX,Crockett County,7,7,11,11,2,"3,098","3,097","3,094","3,015","2,943",-3,-79,-72
TX,Crosby County,3,2,2,2,1,"5,133","5,125","5,093","5,085","4,998",-32,-8,-87
TX,Culberson County,9,9,12,12,4,"2,188","2,188","2,185","2,182","2,155",-3,-3,-27
TX,Dallam County,7,7,9,11,0,"7,115","7,121","7,126","7,188","7,241",5,62,53
TX,Dallas County,1,1,1,1,0,"2,613,539","2,611,491","2,609,966","2,587,954","2,600,840","-1,525","-22,012","12,886"
TX,Dawson County,7,7,8,8,0,"12,456","12,457","12,473","12,412","12,130",16,-61,-282
TX,Deaf Smith County,6,6,5,5,1,"18,583","18,585","18,526","18,345","18,377",-59,-181,32
TX,Delta County,1,8,1,4,1,"5,230","5,225","5,222","5,337","5,406",-3,115,69
TX,Denton County,1,1,1,1,0,"906,422","906,405","914,324","943,857","977,281","7,919","29,533","33,424"
TX,DeWitt County,6,6,6,6,0,"19,824","19,822","19,835","19,949","19,772",13,114,-177
TX,Dickens County,8,8,7,7,1,"1,770","1,769","1,758","1,734","1,726",-11,-24,-8
TX,Dimmit County,6,6,6,6,2,"8,615","8,611","8,577","8,479","8,387",-34,-98,-92
TX,Donley County,8,8,7,7,1,"3,258","3,261","3,279","3,364","3,339",18,85,-25
TX,Duval County,7,7,9,9,2,"9,831","9,827","9,807","10,003","9,888",-20,196,-115
TX,Eastland County,6,6,6,6,2,"17,725","17,733","17,775","17,834","17,944",42,59,110
TX,Ector County,3,3,2,2,2,"165,171","165,171","165,485","160,764","160,869",314,"-4,721",105
TX,Edwards County,9,9,10,12,4,"1,422","1,427","1,424","1,431","1,422",-3,7,-9
TX,Ellis County,1,1,1,1,3,"192,455","192,441","194,295","203,107","212,182","1,854","8,812","9,075"
TX,El Paso County,2,2,2,2,0,"865,657","865,655","866,547","868,086","868,763",892,"1,539",677
TX,Erath County,7,4,8,3,4,"42,545","42,545","42,716","43,389","43,895",171,673,506
TX,Falls County,6,2,6,2,4,"16,968","16,963","16,954","17,099","17,049",-9,145,-50
TX,Fannin County,6,6,4,4,4,"35,662","35,661","35,798","36,716","37,125",137,918,409
TX,Fayette County,6,6,4,4,1,"24,435","24,436","24,471","24,669","24,913",35,198,244
TX,Fisher County,8,8,7,7,1,"3,672","3,671","3,676","3,678","3,622",5,2,-56
TX,Floyd County,6,6,6,6,1,"5,402","5,397","5,368","5,299","5,235",-29,-69,-64
TX,Foard County,9,9,10,10,1,"1,095","1,092","1,085","1,052","1,057",-7,-33,5
TX,Fort Bend County,1,1,1,1,0,"822,779","822,779","829,036","860,124","889,146","6,257","31,088","29,022"
TX,Franklin County,8,7,4,9,0,"10,359","10,357","10,371","10,472","10,618",14,101,146
TX,Freestone County,7,7,9,9,2,"19,435","19,445","19,445","19,784","19,950",0,339,166
TX,Frio County,6,6,4,4,2,"18,385","18,392","18,409","17,548","17,815",17,-861,267
TX,Gaines County,7,7,9,9,2,"21,598","21,599","21,699","21,881","22,181",100,182,300
TX,Galveston County,1,1,1,1,4,"350,682","350,673","351,559","355,309","357,117",886,"3,750","1,808"
TX,Garza County,6,6,6,6,2,"5,816","5,816","5,817","6,269","6,262",1,452,-7
TX,Gillespie County,7,7,9,8,5,"26,725","26,722","26,742","27,282","27,477",20,540,195
TX,Glasscock County,8,8,7,5,1,"1,116","1,115","1,117","1,142","1,164",2,25,22
TX,Goliad County,3,3,2,2,1,"7,012","7,018","7,021","7,146","7,131",3,125,-15
TX,Gonzales County,6,6,4,4,1,"19,653","19,657","19,679","19,655","19,832",22,-24,177
TX,Gray County,6,6,5,5,2,"21,227","21,229","21,198","21,085","21,015",-31,-113,-70
TX,Grayson County,3,3,2,2,0,"135,543","135,552","136,100","139,561","143,131",548,"3,461","3,570"
TX,Gregg County,3,3,2,2,2,"124,239","124,234","124,241","124,052","125,443",7,-189,"1,391"
TX,Grimes County,6,6,4,4,3,"29,268","29,292","29,430","30,106","30,754",138,676,648
TX,Guadalupe County,1,1,1,1,0,"172,706","172,709","173,686","177,254","182,760",977,"3,568","5,506"
TX,Hale County,4,4,5,5,0,"32,522","32,526","32,465","32,234","31,827",-61,-231,-407
TX,Hall County,9,9,12,12,1,"2,825","2,817","2,797","2,845","2,810",-20,48,-35
TX,Hamilton County,6,6,6,6,1,"8,222","8,221","8,247","8,238","8,298",26,-9,60
TX,Hansford County,7,7,9,9,1,"5,285","5,281","5,260","5,138","5,151",-21,-122,13
TX,Hardeman County,7,9,9,9,0,"3,549","3,549","3,559","3,544","3,516",10,-15,-28
TX,Hardin County,2,2,2,2,0,"56,231","56,234","56,344","57,044","57,811",110,700,767
TX,Harris County,1,1,1,1,2,"4,731,145","4,731,129","4,734,505","4,735,287","4,780,913","3,376",782,"45,626"
TX,Harrison County,4,4,5,5,2,"68,839","68,834","68,798","69,454","69,955",-36,656,501
TX,Hartley County,9,7,9,11,1,"5,382","5,376","5,349","5,389","5,208",-27,40,-181
TX,Haskell County,6,6,6,6,1,"5,416","5,412","5,432","5,392","5,403",20,-40,11
TX,Hays County,1,1,1,1,0,"241,067","241,066","243,967","256,065","269,225","2,901","12,098","13,160"
TX,Hemphill County,9,7,12,11,2,"3,382","3,383","3,363","3,315","3,217",-20,-48,-98
TX,Henderson County,4,4,3,3,0,"82,150","82,145","82,394","83,590","84,511",249,"1,196",921
TX,Hidalgo County,2,2,2,2,0,"870,781","870,796","872,806","880,633","888,367","2,010","7,827","7,734"
TX,Hill County,6,6,4,4,0,"35,874","35,869","35,962","36,430","37,329",93,468,899
TX,Hockley County,6,6,5,5,2,"21,537","21,543","21,503","21,256","21,161",-40,-247,-95
TX,Hood County,4,1,3,1,2,"61,598","61,597","62,054","64,263","66,373",457,"2,209","2,110"
TX,Hopkins County,6,6,3,3,0,"36,787","36,792","36,824","37,237","37,804",32,413,567
TX,Houston County,7,7,9,9,4,"22,066","22,067","22,055","21,958","21,950",-12,-97,-8
TX,Howard County,5,4,8,5,2,"34,860","34,864","34,812","34,336","33,672",-52,-476,-664
TX,Hudspeth County,8,2,7,2,4,"3,202","3,206","3,203","3,289","3,432",-3,86,143
TX,Hunt County,1,1,1,1,3,"99,956","99,957","100,257","103,458","108,282",300,"3,201","4,824"
TX,Hutchinson County,6,6,5,5,2,"20,617","20,614","20,568","20,411","20,215",-46,-157,-196
TX,Irion County,3,3,2,2,2,"1,513","1,513","1,511","1,531","1,530",-2,20,-1
TX,Jack County,6,6,4,4,2,"8,472","8,474","8,486","8,718","8,922",12,232,204
TX,Jackson County,6,6,6,6,3,"14,988","14,987","14,992","15,097","15,142",5,105,45
TX,Jasper County,6,6,6,6,0,"32,980","32,983","32,921","32,570","32,484",-62,-351,-86
TX,Jeff Davis County,9,9,10,12,4,"1,996","2,000","1,986","1,959","1,903",-14,-27,-56
TX,Jefferson County,2,2,2,2,0,"256,526","256,526","256,118","253,531","250,830",-408,"-2,587","-2,701"
TX,Jim Hogg County,6,6,6,6,4,"4,838","4,835","4,846","4,797","4,763",11,-49,-34
TX,Jim Wells County,4,4,5,5,2,"38,891","38,893","38,877","38,923","38,826",-16,46,-97
TX,Johnson County,1,1,1,1,0,"179,927","179,999","180,945","187,442","195,506",946,"6,497","8,064"
TX,Jones County,3,3,2,2,4,"19,663","19,653","19,678","19,809","19,935",25,131,126
TX,Karnes County,6,6,4,4,4,"14,710","14,707","14,763","14,714","14,836",56,-49,122
TX,Kaufman County,1,1,1,1,0,"145,310","145,303","147,126","158,216","172,366","1,823","11,090","14,150"
TX,Kendall County,1,1,1,1,0,"44,279","44,281","44,547","46,851","48,973",266,"2,304","2,122"
TX,Kenedy County,9,9,8,8,2,350,352,351,342,358,-1,-9,16
TX,Kent County,9,9,10,10,1,753,753,761,746,740,8,-15,-6
TX,Kerr County,4,4,3,3,5,"52,598","52,594","52,691","53,136","53,741",97,445,605
TX,Kimble County,7,7,9,9,5,"4,286","4,280","4,291","4,350","4,422",11,59,72
TX,King County,9,9,12,12,1,265,262,266,256,233,4,-10,-23
TX,Kinney County,9,7,10,10,4,"3,129","3,131","3,124","3,117","3,128",-7,-7,11
TX,Kleberg County,4,4,5,5,4,"31,040","31,038","30,977","30,642","30,362",-61,-335,-280
TX,Knox County,9,9,12,12,2,"3,353","3,353","3,346","3,307","3,273",-7,-39,-34
TX,Lamar County,4,5,3,8,3,"50,088","50,082","50,126","50,305","50,484",44,179,179
TX,Lamb County,6,6,6,6,1,"13,045","13,043","13,005","12,886","12,724",-38,-119,-162
TX,Lampasas County,2,2,2,2,0,"21,627","21,632","21,707","22,213","22,785",75,506,572
TX,La Salle County,6,6,6,6,2,"6,664","6,667","6,664","6,716","6,604",-3,52,-112
TX,Lavaca County,6,6,6,6,1,"20,337","20,337","20,348","20,490","20,589",11,142,99
TX,Lee County,6,6,4,4,1,"17,478","17,480","17,502","17,671","17,954",22,169,283
TX,Leon County,8,8,7,7,2,"15,719","15,717","15,731","15,985","16,209",14,254,224
TX,Liberty County,1,1,1,1,0,"91,628","91,632","92,465","97,382","101,992",833,"4,917","4,610"
TX,Limestone County,6,6,6,6,4,"22,146","22,147","22,139","22,125","22,253",-8,-14,128
TX,Lipscomb County,9,9,12,12,2,"3,059","3,058","3,036","2,907","2,854",-22,-129,-53
TX,Live Oak County,6,8,6,7,2,"11,335","11,333","11,349","11,383","11,428",16,34,45
TX,Llano County,7,7,11,11,5,"21,243","21,243","21,285","22,013","22,540",42,728,527
TX,Loving County,9,9,10,12,4,64,63,65,57,51,2,-8,-6
TX,Lubbock County,3,2,2,2,0,"310,639","310,642","311,564","314,597","317,561",922,"3,033","2,964"
TX,Lynn County,6,2,6,2,1,"5,596","5,595","5,610","5,652","5,724",15,42,72
TX,McCulloch County,7,7,9,9,0,"7,630","7,634","7,591","7,532","7,497",-43,-59,-35
TX,McLennan County,3,2,2,2,0,"260,579","260,582","261,177","263,714","266,836",595,"2,537","3,122"
TX,McMullen County,8,9,4,12,2,600,600,598,597,576,-2,-1,-21
TX,Madison County,6,6,6,6,4,"13,455","13,463","13,464","13,498","13,661",1,34,163
TX,Marion County,8,8,7,7,0,"9,725","9,728","9,751","9,618","9,560",23,-133,-58
TX,Martin County,6,3,6,2,1,"5,237","5,239","5,252","5,208","5,217",13,-44,9
TX,Mason County,9,9,12,10,2,"3,953","3,951","3,968","3,929","3,982",17,-39,53
TX,Matagorda County,4,4,3,3,0,"36,255","36,249","36,280","36,366","36,125",31,86,-241
TX,Maverick County,5,5,8,8,4,"57,887","57,885","57,873","57,841","57,843",-12,-32,2
TX,Medina County,1,1,1,1,0,"50,748","50,739","50,939","52,322","53,723",200,"1,383","1,401"
TX,Menard County,8,9,7,12,1,"1,962","1,964","1,961","1,964","1,968",-3,3,4
TX,Midland County,3,3,2,2,2,"169,983","169,984","170,348","168,206","171,999",364,"-2,142","3,793"
TX,Milam County,6,6,4,4,1,"24,754","24,750","24,775","25,189","25,628",25,414,439
TX,Mills County,9,9,10,10,1,"4,456","4,454","4,447","4,497","4,500",-7,50,3
TX,Mitchell County,7,7,9,9,4,"8,990","8,991","9,014","9,050","8,943",23,36,-107
TX,Montague County,6,6,4,4,2,"19,965","19,965","19,994","20,430","21,063",29,436,633
TX,Montgomery County,1,1,1,1,0,"620,443","620,451","625,243","650,261","678,490","4,792","25,018","28,229"
TX,Moore County,6,7,5,8,3,"21,358","21,362","21,264","21,122","20,996",-98,-142,-126
TX,Morris County,6,6,6,6,3,"11,973","11,971","11,972","12,009","12,083",1,37,74
TX,Motley County,8,9,7,12,1,"1,063","1,063","1,063","1,065","1,032",0,2,-33
TX,Nacogdoches County,5,5,8,8,0,"64,653","64,651","64,619","64,699","64,862",-32,80,163
TX,Navarro County,4,4,3,3,0,"52,624","52,623","52,828","53,616","54,636",205,788,"1,020"
TX,Newton County,8,2,7,2,0,"12,217","12,216","12,157","12,202","12,052",-59,45,-150
TX,Nolan County,6,6,5,5,0,"14,738","14,736","14,723","14,600","14,473",-13,-123,-127
TX,Nueces County,2,2,2,2,0,"353,178","353,170","353,376","353,230","351,674",206,-146,"-1,556"
TX,Ochiltree County,7,7,11,11,2,"10,015","10,015","9,954","9,763","9,606",-61,-191,-157
TX,Oldham County,8,2,7,2,1,"1,758","1,759","1,764","1,730","1,752",5,-34,22
TX,Orange County,2,2,2,2,3,"84,808","84,806","84,747","84,641","84,934",-59,-106,293
TX,Palo Pinto County,6,6,3,3,2,"28,409","28,408","28,445","28,676","29,239",37,231,563
TX,Panola County,6,6,6,6,2,"22,491","22,492","22,492","22,538","22,677",0,46,139
TX,Parker County,1,1,1,1,0,"148,222","148,228","149,547","156,966","165,834","1,319","7,419","8,868"
TX,Parmer County,7,7,9,9,1,"9,869","9,871","9,854","9,779","9,620",-17,-75,-159
TX,Pecos County,7,7,11,11,2,"15,193","15,197","15,185","15,126","14,735",-12,-59,-391
TX,Polk County,6,6,4,4,0,"50,123","50,119","50,494","51,816","53,255",375,"1,322","1,439"
TX,Potter County,3,2,2,2,0,"118,525","118,527","118,272","116,538","115,645",-255,"-1,734",-893
TX,Presidio County,7,7,11,11,4,"6,131","6,134","6,109","6,115","5,939",-25,6,-176
TX,Rains County,8,8,4,4,0,"12,164","12,154","12,178","12,449","12,823",24,271,374
TX,Randall County,3,2,2,2,0,"140,753","140,761","141,342","144,039","146,140",581,"2,697","2,101"
TX,Reagan County,6,6,6,6,2,"3,385","3,383","3,378","3,228","3,135",-5,-150,-93
TX,Real County,9,9,10,10,5,"2,758","2,751","2,743","2,806","2,840",-8,63,34
TX,Red River County,6,6,6,6,1,"11,587","11,588","11,560","11,547","11,542",-28,-13,-5
TX,Reeves County,7,7,8,8,2,"14,748","14,741","14,763","13,002","12,905",22,"-1,761",-97
TX,Refugio County,6,6,6,6,2,"6,741","6,739","6,742","6,700","6,632",3,-42,-68
TX,Roberts County,9,9,8,10,0,827,828,822,798,803,-6,-24,5
TX,Robertson County,3,3,2,2,2,"16,757","16,759","16,771","16,948","17,153",12,177,205
TX,Rockwall County,1,1,1,1,0,"107,819","107,832","109,136","116,549","123,208","1,304","7,413","6,659"
TX,Runnels County,6,6,6,6,1,"9,900","9,899","9,919","9,886","9,859",20,-33,-27
TX,Rusk County,3,3,2,2,2,"52,214","52,223","52,257","53,071","53,333",34,814,262
TX,Sabine County,9,8,12,7,3,"9,894","9,892","9,888","9,989","10,048",-4,101,59
TX,San Augustine County,9,9,10,10,0,"7,918","7,921","7,923","7,900","7,857",2,-23,-43
