State,Area_Name,Rural_Urban_Continuum_Code_2003,Rural_Urban_Continuum_Code_2013,Urban_Influence_2003,Urban_Influence_2013,Economic_typology_2015,CENSUS_2020_POP,ESTIMATES_BASE_2020,POP_ESTIMATE_2020,POP_ESTIMATE_2021,POP_ESTIMATE_2022,N_POP_CHG_2020,N_POP_CHG_2021,N_POP_CHG_2022
KS,Chase County,8,9,5,10,2,"2,572","2,576","2,574","2,598","2,548",-2,24,-50
KS,Chautauqua County,9,8,10,7,2,"3,379","3,383","3,385","3,391","3,415",2,6,24
KS,Cherokee County,6,6,6,6,3,"19,362","19,357","19,297","19,208","19,088",-60,-89,-120
KS,Cheyenne County,9,9,12,12,1,"2,616","2,616","2,615","2,624","2,583",-1,9,-41
KS,Clark County,9,9,10,10,1,"1,991","1,988","1,974","1,958","1,933",-14,-16,-25
KS,Clay County,7,6,9,6,0,"8,117","8,112","8,122","8,091","8,043",10,-31,-48
KS,Cloud County,7,7,9,9,0,"9,032","9,034","9,008","8,954","8,946",-26,-54,-8
KS,Coffey County,6,6,4,6,0,"8,360","8,358","8,356","8,343","8,280",-2,-13,-63
KS,Comanche County,9,9,12,12,1,"1,689","1,687","1,680","1,660","1,681",-7,-20,21
KS,Cowley County,4,4,5,5,3,"34,549","34,547","34,524","34,652","34,453",-23,128,-199
KS,Crawford County,4,4,5,5,0,"38,972","38,976","38,951","39,033","39,078",-25,82,45
KS,Decatur County,9,9,12,12,1,"2,764","2,770","2,765","2,764","2,689",-5,-1,-75
KS,Dickinson County,7,7,9,9,0,"18,402","18,397","18,368","18,483","18,430",-29,115,-53
KS,Doniphan County,3,3,2,2,0,"7,510","7,498","7,463","7,442","7,440",-35,-21,-2
KS,Douglas County,3,3,2,2,4,"118,785","118,784","118,777","119,480","119,964",-7,703,484
KS,Edwards County,9,9,10,10,1,"2,907","2,901","2,883","2,800","2,739",-18,-83,-61
KS,Elk County,8,8,7,7,1,"2,483","2,479","2,474","2,431","2,441",-5,-43,10
KS,Ellis County,5,5,8,8,2,"28,934","28,932","28,943","28,897","28,941",11,-46,44
KS,Ellsworth County,7,7,9,9,0,"6,376","6,383","6,369","6,320","6,355",-14,-49,35
KS,Finney County,5,5,8,8,3,"38,470","38,467","38,302","38,066","37,650",-165,-236,-416
KS,Ford County,5,5,8,8,3,"34,287","34,282","34,208","34,121","33,848",-74,-87,-273
KS,Franklin County,1,6,1,3,0,"25,996","25,994","26,008","26,021","25,992",14,13,-29
KS,Geary County,5,4,8,5,4,"36,739","36,730","36,751","36,112","35,691",21,-639,-421
KS,Gove County,9,9,12,12,1,"2,718","2,717","2,707","2,735","2,717",-10,28,-18
KS,Graham County,9,9,12,12,2,"2,415","2,417","2,408","2,408","2,411",-9,0,3
KS,Grant County,7,7,11,9,2,"7,352","7,353","7,326","7,318","7,197",-27,-8,-121
KS,Gray County,9,9,10,10,1,"5,653","5,654","5,646","5,672","5,729",-8,26,57
KS,Greeley County,9,9,12,12,1,"1,284","1,282","1,274","1,280","1,223",-8,6,-57
KS,Greenwood County,6,6,6,6,2,"6,016","6,006","5,965","5,922","5,939",-41,-43,17
KS,Hamilton County,9,9,12,10,1,"2,518","2,518","2,489","2,468","2,430",-29,-21,-38
KS,Harper County,8,8,7,7,2,"5,485","5,484","5,465","5,329","5,323",-19,-136,-6
KS,Harvey County,2,2,2,2,0,"34,024","34,034","33,998","33,827","33,801",-36,-171,-26
KS,Haskell County,9,9,10,10,1,"3,780","3,781","3,759","3,646","3,576",-22,-113,-70
KS,Hodgeman County,9,9,10,10,1,"1,723","1,723","1,739","1,750","1,755",16,11,5
KS,Jackson County,3,3,2,2,0,"13,232","13,234","13,241","13,270","13,286",7,29,16
KS,Jefferson County,3,3,2,2,1,"18,368","18,359","18,320","18,419","18,344",-39,99,-75
KS,Jewell County,9,9,12,12,1,"2,932","2,938","2,936","2,946","2,898",-2,10,-48
KS,Johnson County,1,1,1,1,0,"609,863","609,864","611,101","614,848","619,195","1,237","3,747","4,347"
KS,Kearny County,9,9,10,8,1,"3,983","3,981","3,961","3,892","3,855",-20,-69,-37
KS,Kingman County,6,2,6,2,2,"7,470","7,461","7,412","7,280","7,193",-49,-132,-87
KS,Kiowa County,9,9,10,10,1,"2,460","2,458","2,452","2,408","2,404",-6,-44,-4
KS,Labette County,7,7,8,8,0,"20,184","20,188","20,165","19,929","19,757",-23,-236,-172
KS,Lane County,9,9,10,12,1,"1,574","1,574","1,569","1,572","1,556",-5,3,-16
KS,Leavenworth County,1,1,1,1,4,"81,881","81,897","81,953","82,322","82,892",56,369,570
KS,Lincoln County,9,9,10,10,1,"2,939","2,940","2,948","2,907","2,899",8,-41,-8
KS,Linn County,1,1,1,1,1,"9,591","9,591","9,586","9,730","9,796",-5,144,66
KS,Logan County,9,9,12,12,1,"2,762","2,762","2,743","2,710","2,705",-19,-33,-5
KS,Lyon County,5,4,8,5,4,"32,179","32,177","32,107","31,987","31,898",-70,-120,-89
KS,McPherson County,6,7,5,8,3,"30,223","30,220","30,180","30,137","30,012",-40,-43,-125
KS,Marion County,6,6,6,6,1,"11,823","11,819","11,778","11,756","11,868",-41,-22,112
KS,Marshall County,7,6,9,6,0,"10,038","10,038","10,026","10,010","9,982",-12,-16,-28
KS,Meade County,9,9,10,10,1,"4,055","4,055","4,054","3,989","3,897",-1,-65,-92
KS,Miami County,1,1,1,1,0,"34,191","34,205","34,232","34,665","34,867",27,433,202
KS,Mitchell County,7,7,11,11,0,"5,796","5,792","5,772","5,757","5,738",-20,-15,-19
KS,Montgomery County,5,5,8,8,3,"31,486","31,484","31,393","31,202","30,996",-91,-191,-206
KS,Morris County,9,8,9,6,1,"5,386","5,389","5,367","5,362","5,349",-22,-5,-13
KS,Morton County,9,9,10,12,1,"2,701","2,697","2,697","2,669","2,599",0,-28,-70
KS,Nemaha County,8,6,6,6,3,"10,273","10,277","10,265","10,216","10,115",-12,-49,-101
KS,Neosho County,7,7,9,9,0,"15,904","15,902","15,905","15,779","15,606",3,-126,-173
KS,Ness County,9,9,12,12,2,"2,687","2,676","2,667","2,651","2,645",-9,-16,-6
KS,Norton County,7,7,11,11,0,"5,459","5,458","5,453","5,369","5,301",-5,-84,-68
KS,Osage County,3,3,2,2,1,"15,766","15,770","15,746","15,746","15,654",-24,0,-92
KS,Osborne County,9,9,12,12,1,"3,500","3,501","3,497","3,485","3,490",-4,-12,5
KS,Ottawa County,9,9,8,8,1,"5,735","5,729","5,728","5,834","5,795",-1,106,-39
KS,Pawnee County,7,7,9,9,4,"6,253","6,259","6,261","6,246","6,179",2,-15,-67
KS,Phillips County,7,7,11,11,0,"4,981","4,990","4,977","4,845","4,809",-13,-132,-36
KS,Pottawatomie County,6,3,5,2,0,"25,348","25,344","25,411","25,860","26,273",67,449,413
KS,Pratt County,7,7,11,11,2,"9,157","9,159","9,148","9,180","9,067",-11,32,-113
KS,Rawlins County,9,9,12,12,1,"2,561","2,560","2,565","2,559","2,528",5,-6,-31
KS,Reno County,4,4,5,5,0,"61,898","61,898","61,887","61,510","61,516",-11,-377,6
KS,Republic County,9,9,12,12,1,"4,674","4,682","4,677","4,682","4,642",-5,5,-40
KS,Rice County,7,7,9,9,0,"9,427","9,423","9,385","9,406","9,407",-38,21,1
KS,Riley County,5,3,8,2,4,"71,959","71,963","72,013","71,849","71,108",50,-164,-741
KS,Rooks County,9,9,10,10,0,"4,919","4,921","4,895","4,870","4,813",-26,-25,-57
KS,Rush County,9,9,10,10,1,"2,956","2,951","2,938","2,925","2,927",-13,-13,2
KS,Russell County,7,7,9,9,2,"6,691","6,684","6,670","6,677","6,639",-14,7,-38
KS,Saline County,5,5,8,8,0,"54,303","54,301","54,253","53,899","53,596",-48,-354,-303
KS,Scott County,7,7,9,9,1,"5,151","5,151","5,138","5,121","5,014",-13,-17,-107
KS,Sedgwick County,2,2,2,2,3,"523,824","523,830","524,786","524,481","525,525",956,-305,"1,044"
KS,Seward County,7,5,8,8,3,"21,964","21,962","21,854","21,747","21,358",-108,-107,-389
KS,Shawnee County,3,3,2,2,4,"178,909","178,909","178,698","178,367","177,480",-211,-331,-887
KS,Sheridan County,9,9,12,12,1,"2,447","2,448","2,451","2,452","2,425",3,1,-27
KS,Sherman County,7,7,11,11,1,"5,927","5,928","5,895","5,911","5,830",-33,16,-81
KS,Smith County,9,9,12,12,1,"3,570","3,560","3,552","3,555","3,533",-8,3,-22
KS,Stafford County,9,9,10,10,1,"4,072","4,070","4,055","4,008","3,993",-15,-47,-15
KS,Stanton County,9,9,12,12,1,"2,084","2,085","2,083","2,041","1,963",-2,-42,-78
KS,Stevens County,7,7,9,9,1,"5,250","5,252","5,246","5,299","5,175",-6,53,-124
KS,Sumner County,2,2,2,2,0,"22,382","22,392","22,342","22,386","22,473",-50,44,87
KS,Thomas County,7,7,11,11,0,"7,930","7,933","7,933","7,942","7,893",0,9,-49
KS,Trego County,9,9,10,10,1,"2,808","2,807","2,805","2,792","2,752",-2,-13,-40
KS,Wabaunsee County,3,3,2,2,1,"6,877","6,872","6,885","6,969","7,019",13,84,50
KS,Wallace County,9,9,12,12,1,"1,512","1,517","1,517","1,514","1,488",0,-3,-26
KS,Washington County,9,9,10,12,1,"5,530","5,532","5,532","5,526","5,501",0,-6,-25
KS,Wichita County,9,9,12,12,1,"2,152","2,153","2,149","2,081","2,064",-4,-68,-17
KS,Wilson County,7,7,9,10,3,"8,624","8,625","8,576","8,537","8,622",-49,-39,85
KS,Woodson County,9,9,12,12,2,"3,115","3,115","3,091","3,076","3,109",-24,-15,33
KS,Wyandotte County,1,1,1,1,0,"169,245","169,230","168,904","167,290","165,746",-326,"-1,614","-1,544"
KY,Kentucky,,,,,,"4,505,836","4,505,893","4,507,445","4,506,589","4,512,310","1,552",-856,"5,721"
KY,Adair County,7,7,9,9,1,"18,903","18,903","18,880","18,953","19,067",-23,73,114
KY,Allen County,6,3,6,2,1,"20,588","20,580","20,573","20,828","21,275",-7,255,447
KY,Anderson County,6,6,5,3,3,"23,852","23,851","23,870","24,043","24,224",19,173,181
KY,Ballard County,9,9,8,8,3,"7,728","7,730","7,712","7,690","7,650",-18,-22,-40
KY,Barren County,6,6,5,5,3,"44,485","44,482","44,502","44,599","44,854",20,97,255
KY,Bath County,8,8,5,5,1,"12,750","12,747","12,716","12,774","12,829",-31,58,55
KY,Bell County,7,7,8,8,2,"24,097","24,102","23,984","23,765","23,568",-118,-219,-197
KY,Boone County,1,1,1,1,0,"135,968","135,995","136,465","137,760","139,093",470,"1,295","1,333"
KY,Bourbon County,2,2,2,2,3,"20,252","20,250","20,290","20,218","20,093",40,-72,-125
KY,Boyd County,2,2,2,2,0,"48,261","48,253","48,197","47,767","48,110",-56,-430,343
KY,Boyle County,7,7,8,8,0,"30,614","30,619","30,753","30,649","30,904",134,-104,255
KY,Bracken County,1,1,1,1,3,"8,400","8,403","8,402","8,446","8,452",-1,44,6
KY,Breathitt County,7,7,12,12,4,"13,718","13,717","13,694","13,527","13,351",-23,-167,-176
KY,Breckinridge County,8,8,7,7,1,"20,432","20,433","20,443","20,652","20,943",10,209,291
KY,Bullitt County,1,1,1,1,0,"82,217","82,226","82,355","83,076","83,836",129,721,760
KY,Butler County,8,3,6,2,3,"12,371","12,371","12,318","12,279","12,295",-53,-39,16
KY,Caldwell County,6,7,6,9,0,"12,649","12,648","12,634","12,644","12,570",-14,10,-74
KY,Calloway County,7,7,8,8,4,"37,103","37,098","37,145","37,489","37,685",47,344,196
KY,Campbell County,1,1,1,1,4,"93,076","93,075","93,129","92,856","93,300",54,-273,444
KY,Carlisle County,9,9,10,10,1,"4,826","4,819","4,806","4,760","4,720",-13,-46,-40
KY,Carroll County,6,6,4,4,3,"10,810","10,809","10,836","10,884","10,938",27,48,54
KY,Carter County,6,6,6,6,0,"26,627","26,626","26,607","26,432","26,395",-19,-175,-37
KY,Casey County,9,9,10,10,1,"15,941","15,946","15,924","15,951","15,920",-22,27,-31
KY,Christian County,3,2,2,2,0,"72,748","72,818","72,768","73,221","73,037",-50,453,-184
KY,Clark County,2,2,2,2,0,"36,972","36,993","37,037","36,925","37,061",44,-112,136
KY,Clay County,7,7,10,10,4,"20,345","20,339","20,310","20,184","19,913",-29,-126,-271
KY,Clinton County,9,9,12,12,3,"9,253","9,253","9,232","9,288","9,123",-21,56,-165
KY,Crittenden County,6,7,6,9,1,"8,990","8,988","9,002","8,939","8,981",14,-63,42
KY,Cumberland County,9,9,10,10,0,"5,888","5,887","5,860","5,892","5,946",-27,32,54
KY,Daviess County,3,3,2,2,0,"103,312","103,320","103,391","103,140","103,222",71,-251,82
KY,Edmonson County,3,3,2,2,4,"12,126","12,133","12,153","12,213","12,269",20,60,56
KY,Elliott County,9,9,12,12,4,"7,354","7,352","7,333","7,375","7,293",-19,42,-82
KY,Estill County,6,6,6,6,0,"14,163","14,166","14,161","14,090","14,044",-5,-71,-46
KY,Fayette County,2,2,2,2,4,"322,570","322,567","322,613","320,473","320,347",46,"-2,140",-126
KY,Fleming County,7,7,9,9,1,"15,082","15,086","15,098","15,268","15,288",12,170,20
KY,Floyd County,7,7,11,11,2,"35,942","35,948","35,804","35,300","34,978",-144,-504,-322
KY,Franklin County,4,4,5,3,4,"51,541","51,539","51,589","51,683","51,607",50,94,-76
KY,Fulton County,7,9,8,8,0,"6,515","6,515","6,512","6,513","6,382",-3,1,-131
KY,Gallatin County,1,1,1,1,3,"8,690","8,693","8,672","8,766","8,763",-21,94,-3
KY,Garrard County,6,6,6,6,0,"16,953","16,949","16,965","17,385","17,589",16,420,204
KY,Grant County,1,1,1,1,0,"24,941","24,946","25,014","25,302","25,502",68,288,200
KY,Graves County,7,7,8,8,0,"36,649","36,657","36,527","36,634","36,412",-130,107,-222
KY,Grayson County,6,6,6,6,0,"26,420","26,418","26,454","26,582","26,631",36,128,49
KY,Green County,8,8,7,7,1,"11,107","11,109","11,130","11,308","11,365",21,178,57
KY,Greenup County,2,2,2,2,0,"35,962","35,970","35,887","35,682","35,403",-83,-205,-279
KY,Hancock County,3,3,2,2,3,"9,095","9,097","9,105","9,083","9,021",8,-22,-62
KY,Hardin County,3,3,2,2,4,"110,702","110,694","110,816","111,766","111,862",122,950,96
KY,Harlan County,7,7,9,10,2,"26,831","26,833","26,752","26,177","25,662",-81,-575,-515
KY,Harrison County,6,6,6,4,3,"18,692","18,692","18,718","18,964","19,103",26,246,139
KY,Hart County,8,8,7,7,3,"19,288","19,281","19,289","19,485","19,600",8,196,115
KY,Henderson County,2,2,2,2,3,"44,793","44,791","44,668","44,417","44,046",-123,-251,-371
KY,Henry County,1,1,1,1,1,"15,678","15,682","15,697","15,704","15,771",15,7,67
KY,Hickman County,9,9,10,10,1,"4,521","4,523","4,530","4,430","4,422",7,-100,-8
KY,Hopkins County,4,5,5,8,0,"45,423","45,422","45,366","45,096","44,812",-56,-270,-284
KY,Jackson County,9,9,10,10,0,"12,955","12,958","12,962","12,987","12,973",4,25,-14
KY,Jefferson County,1,1,1,1,0,"782,969","782,956","782,783","777,378","773,399",-173,"-5,405","-3,979"
KY,Jessamine County,2,2,2,2,0,"52,991","52,987","53,016","53,609","54,254",29,593,645
KY,Johnson County,7,7,11,11,0,"22,680","22,679","22,644","22,539","22,244",-35,-105,-295
KY,Kenton County,1,1,1,1,0,"169,064","169,028","169,246","169,734","170,313",218,488,579
KY,Knott County,9,9,12,12,2,"14,251","14,253","14,163","14,033","13,874",-90,-130,-159
KY,Knox County,7,7,9,8,0,"30,193","30,196","30,183","30,019","29,791",-13,-164,-228
KY,Larue County,3,3,2,2,0,"14,867","14,869","14,877","15,024","15,163",8,147,139
KY,Laurel County,7,5,8,8,0,"62,613","62,613","62,728","62,592","62,885",115,-136,293
KY,Lawrence County,6,6,7,7,0,"16,293","16,293","16,303","16,268","16,109",10,-35,-159
KY,Lee County,9,9,12,12,0,"7,395","7,394","7,372","7,454","7,261",-22,82,-193
KY,Leslie County,9,9,12,10,2,"10,513","10,516","10,471","10,298","10,093",-45,-173,-205
KY,Letcher County,9,9,12,10,2,"21,548","21,551","21,465","21,245","20,893",-86,-220,-352
KY,Lewis County,8,8,5,7,1,"13,080","13,079","13,082","13,006","12,954",3,-76,-52
KY,Lincoln County,7,7,8,8,0,"24,275","24,276","24,249","24,227","24,360",-27,-22,133
KY,Livingston County,9,9,8,8,2,"8,888","8,892","8,873","8,984","8,963",-19,111,-21
KY,Logan County,6,6,6,6,3,"27,432","27,433","27,515","27,815","27,877",82,300,62
KY,Lyon County,8,9,7,9,4,"8,680","8,683","8,678","8,436","9,101",-5,-242,665
KY,McCracken County,5,5,8,8,0,"67,875","67,871","67,911","67,612","67,490",40,-299,-122
KY,McCreary County,9,9,10,10,4,"16,888","16,887","16,857","16,681","16,701",-30,-176,20
KY,McLean County,3,3,2,2,1,"9,152","9,152","9,134","9,127","9,105",-18,-7,-22
KY,Madison County,4,4,5,5,4,"92,701","92,707","92,983","93,473","95,187",276,490,"1,714"
KY,Magoffin County,9,9,12,12,0,"11,637","11,639","11,604","11,476","11,357",-35,-128,-119
KY,Marion County,6,7,4,9,3,"19,581","19,577","19,588","19,758","19,775",11,170,17
KY,Marshall County,7,7,9,9,3,"31,659","31,661","31,685","31,820","31,777",24,135,-43
KY,Martin County,8,9,7,12,2,"11,287","11,287","11,249","11,157","11,095",-38,-92,-62
KY,Mason County,6,6,3,3,0,"17,120","17,121","17,130","16,965","16,930",9,-165,-35
KY,Meade County,1,3,1,2,0,"30,003","30,011","30,030","30,132","30,001",19,102,-131
KY,Menifee County,9,9,8,8,4,"6,113","6,114","6,135","6,209","6,250",21,74,41
KY,Mercer County,6,6,6,6,3,"22,641","22,643","22,652","22,872","22,902",9,220,30
KY,Metcalfe County,9,9,8,8,3,"10,286","10,288","10,286","10,363","10,370",-2,77,7
KY,Monroe County,9,8,9,7,1,"11,338","11,336","11,316","11,269","11,355",-20,-47,86
KY,Montgomery County,6,6,5,5,3,"28,114","28,104","28,104","28,231","28,367",0,127,136
KY,Morgan County,7,9,9,11,4,"13,726","13,724","13,729","13,682","14,120",5,-47,438
KY,Muhlenberg County,6,6,5,6,4,"30,928","30,930","30,886","30,072","30,455",-44,-814,383
KY,Nelson County,1,6,1,3,3,"46,738","46,737","46,784","47,149","47,392",47,365,243
KY,Nicholas County,8,8,7,7,1,"7,537","7,532","7,540","7,750","7,805",8,210,55
KY,Ohio County,6,6,6,6,3,"23,772","23,772","23,746","23,730","23,527",-26,-16,-203
KY,Oldham County,1,1,1,1,0,"67,607","67,609","67,692","68,232","69,431",83,540,"1,199"
KY,Owen County,8,8,4,4,1,"11,278","11,271","11,304","11,307","11,290",33,3,-17
KY,Owsley County,9,9,12,12,0,"4,051","4,052","4,031","3,967","3,929",-21,-64,-38
KY,Pendleton County,1,1,1,1,2,"14,644","14,652","14,652","14,611","14,676",0,-41,65
KY,Perry County,7,7,11,11,2,"28,473","28,465","28,360","27,906","27,361",-105,-454,-545
KY,Pike County,7,7,11,11,2,"58,669","58,663","58,443","57,362","56,286",-220,"-1,081","-1,076"
KY,Powell County,6,6,6,6,0,"13,129","13,128","13,095","13,110","13,083",-33,15,-27
KY,Pulaski County,5,5,8,8,0,"65,034","65,033","65,104","65,561","65,795",71,457,234
KY,Robertson County,8,8,4,4,4,"2,193","2,192","2,181","2,250","2,229",-11,69,-21
KY,Rockcastle County,7,7,8,8,0,"16,037","16,042","16,064","16,151","16,242",22,87,91
KY,Rowan County,7,7,9,9,4,"24,662","24,654","24,716","24,586","24,388",62,-130,-198
KY,Russell County,9,9,10,10,3,"17,991","17,990","17,995","18,195","18,178",5,200,-17
KY,Scott County,2,2,2,2,3,"57,155","57,153","57,520","58,312","59,099",367,792,787
KY,Shelby County,1,1,1,1,3,"48,065","48,101","48,243","48,580","48,886",142,337,306
KY,Simpson County,6,6,6,4,3,"19,594","19,595","19,626","19,716","19,949",31,90,233
KY,Spencer County,1,1,1,1,1,"19,490","19,433","19,510","19,895","20,204",77,385,309
KY,Taylor County,7,7,8,8,0,"26,023","26,019","26,000","26,158","26,407",-19,158,249
KY,Todd County,8,8,7,7,1,"12,243","12,249","12,289","12,321","12,404",40,32,83
KY,Trigg County,3,2,2,2,5,"14,061","14,057","14,080","14,202","14,332",23,122,130
KY,Trimble County,1,1,1,1,1,"8,474","8,470","8,461","8,553","8,539",-9,92,-14
KY,Union County,6,6,6,6,2,"13,668","13,670","13,665","13,166","12,961",-5,-499,-205
KY,Warren County,3,3,2,2,0,"134,554","134,551","135,013","137,148","139,843",462,"2,135","2,695"
KY,Washington County,8,9,4,9,3,"12,027","12,028","12,042","12,091","12,061",14,49,-30
KY,Wayne County,7,7,9,9,3,"19,555","19,559","19,542","19,569","19,681",-17,27,112
KY,Webster County,2,8,2,6,2,"13,017","13,014","13,017","12,857","12,726",3,-160,-131
KY,Whitley County,7,7,8,8,0,"36,712","36,715","36,695","36,699","36,873",-20,4,174
KY,Wolfe County,9,9,12,12,0,"6,562","6,561","6,556","6,491","6,400",-5,-65,-91
KY,Woodford County,2,2,2,2,0,"26,871","26,874","26,902","27,090","27,062",28,188,-28
LA,Louisiana,,,,,,"4,657,757","4,657,749","4,651,664","4,627,098","4,590,241","-6,085","-24,566","-36,857"
LA,Acadia Parish,4,2,5,2,0,"57,576","57,569","57,472","57,262","56,744",-97,-210,-518
LA,Allen Parish,6,6,6,6,4,"22,750","22,751","22,684","22,604","22,320",-67,-80,-284
LA,Ascension Parish,2,2,2,2,0,"126,500","126,498","126,966","128,502","130,458",468,"1,536","1,956"
LA,Assumption Parish,6,6,5,4,3,"21,039","21,040","20,957","20,726","20,604",-83,-231,-122
LA,Avoyelles Parish,6,6,6,6,0,"39,693","39,690","39,638","39,265","38,751",-52,-373,-514
LA,Beauregard Parish,6,6,5,5,0,"36,549","36,554","36,600","36,619","36,570",46,19,-49
LA,Bienville Parish,6,6,6,6,3,"12,981","12,989","12,918","12,800","12,641",-71,-118,-159
LA,Bossier Parish,2,2,2,2,0,"128,746","128,736","128,717","129,402","129,276",-19,685,-126
LA,Caddo Parish,2,2,2,2,0,"237,848","237,857","236,928","232,741","229,025",-929,"-4,187","-3,716"
LA,Calcasieu Parish,3,3,2,2,0,"216,785","216,779","216,465","205,095","202,418",-314,"-11,370","-2,677"
LA,Caldwell Parish,8,8,7,7,0,"9,645","9,642","9,611","9,593","9,554",-31,-18,-39
LA,Cameron Parish,3,3,2,2,0,"5,617","5,619","5,623","5,099","4,902",4,-524,-197
LA,Catahoula Parish,9,9,10,10,0,"8,906","8,903","8,841","8,712","8,566",-62,-129,-146
LA,Claiborne Parish,7,6,9,6,2,"14,170","14,168","14,103","13,990","13,744",-65,-113,-246
LA,Concordia Parish,7,7,8,8,0,"18,687","18,681","18,568","18,373","18,116",-113,-195,-257
LA,De Soto Parish,2,2,2,2,2,"26,812","26,809","26,838","26,934","26,853",29,96,-81
LA,East Baton Rouge Parish,2,2,2,2,4,"456,781","456,781","455,886","453,653","450,544",-895,"-2,233","-3,109"
LA,East Carroll Parish,7,7,9,11,1,"7,459","7,460","7,397","7,242","6,990",-63,-155,-252
LA,East Feliciana Parish,2,2,2,2,4,"19,539","19,536","19,450","19,319","19,135",-86,-131,-184
LA,Evangeline Parish,6,6,6,6,0,"32,350","32,351","32,304","32,190","31,986",-47,-114,-204
LA,Franklin Parish,7,7,11,11,0,"19,774","19,774","19,712","19,593","19,308",-62,-119,-285
LA,Grant Parish,3,3,2,2,4,"22,169","22,163","22,135","22,212","22,000",-28,77,-212
LA,Iberia Parish,4,2,5,2,2,"69,929","70,293","70,054","69,298","68,327",-239,-756,-971
LA,Iberville Parish,2,2,2,2,3,"30,241","30,240","30,058","29,713","29,506",-182,-345,-207
LA,Jackson Parish,6,6,5,6,0,"15,031","15,034","14,997","14,922","14,839",-37,-75,-83
LA,Jefferson Parish,1,1,1,1,0,"440,781","440,794","439,712","433,929","425,884","-1,082","-5,783","-8,045"
LA,Jefferson Davis Parish,6,6,5,6,0,"32,250","32,250","32,210","32,413","32,026",-40,203,-387
LA,Lafayette Parish,3,2,2,2,2,"241,753","241,756","242,148","244,922","247,866",392,"2,774","2,944"
